        1084   4.2084227705626387E-003
        1085 -0.15429970948426555     
        1086  -3.4200429419682730E-002
        1087 -0.15791201020281345     
        1088  -6.7102022774089748E-002
        1089   8.8045668774976424E-002
        1090   7.2871041922037610E-002
        1091  -1.3290320051064005E-002
        1092   3.8465987620096187E-003
        1093  0.24236177978805315     
        1094  -2.5094589370233039E-002
        1095   4.0565569284509072E-002
        2084 -0.17223505455682478     
        2085 -0.17223505455682478     
        2086  0.17609666652097117     
        2087   8.3714642198658151E-002
        2088   9.9903785909205470E-002
        2089   9.4344209716608812E-002
        2090   6.3789326949006811E-002
        2091   4.2714571673995866E-002
        2092  0.12264150124226066     
        2093  -2.4614528677802231E-002
        2094 -0.17679544840022940     
        2095 -0.13732461801902579     
        3084 -0.12176879332768471     
        3085 -0.13258296679756987     
        3086   1.8179962239582282E-002
        3087  -6.5468856510022863E-002
        3088  0.22052027826757251     
        3089 -0.10706954828024172     
        3090  0.13228064738232284     
        3091   9.8141773073717312E-002
        3092  -2.5706488163821029E-002
        3093  -9.6507835479613932E-002
        3094   9.7979090759050952E-002
        3095  -1.7997263163291800E-002
        4084  -1.7688117620396841E-002
        4085  -5.5812855417283487E-002
        4086 -0.30849249799285622     
        4087 -0.38339408526183349     
        4088  -1.0530839960506917E-002
        4089   2.9870230112094328E-002
        4090   9.2319535355184348E-002
        4091  0.22057017823624323     
        4092   7.7461174673328553E-002
        4093  0.23728384918982354     
        4094   5.4122102287805549E-002
        4095   6.4291326398397380E-002
        5084  -1.6625521431975272E-002
        5085   3.2338160723248487E-002
        5086   4.3171690595008951E-002
        5087  -8.8151094597518659E-002
        5088  -2.7594992639449834E-003
        5089  -6.5154848101789883E-002
        5090   4.5894023768231158E-002
        5091   5.1287088308740195E-002
        7084  0.16694952270392546     
        7085  -6.8254872610495759E-002
        7086  0.13102064225499144     
        7087  -4.2230949654550987E-002
        7088   5.2467921074035015E-002
        7089 -0.14199613327596672     
        7090   4.9083011020951792E-002
        7091  -7.5696740475144464E-002
        7092   3.4986993251434804E-003
        7094  -1.5710260939382572E-002
        7095  -5.9130839423506644E-002
       11084 -0.16370049421424923     
       11085   4.0691039785240066E-002
       11086  -8.5596889740529411E-002
       11087  0.11490153741167101     
       11092 -0.15790600292408019     
       11093   4.9979913370428578E-002
       11094   1.4535900649057576E-002
       11095  0.18709499566246160     
       13084   2.8701802714696623E-002
       13085   1.1555431089350979E-003
       13086  0.18247603886895025     
       13087 -0.12620977829578750     
       13090   1.4740394822294540E-003
       13091 -0.13303189306152474     
       13092   9.5596674207784824E-002
       13093  -5.3439836858414219E-002
       13094   8.5428366612856604E-002
       13095  -8.2150956779726406E-002
       17084   2.9575001678922720E-002
       17085  -5.8637679346235979E-003
