!STATION,ANTENNA-TYPE,ANTENNA-ID,ETRS-X,ETRS-Y,ETRS-Z,RCU-X,RCU-Y
! from https://github.com/lofar-astron/lofar-antenna-positions Edited to leave only Dutch LBA
CS011,LBA,49,3826663.165,461305.257,5064802.776,3,2
CS011,LBA,50,3826675.517,461302.651,5064793.740,5,4
CS011,LBA,51,3826682.918,461289.002,5064789.418,7,6
CS011,LBA,52,3826683.924,461284.187,5064789.098,9,8
CS011,LBA,53,3826679.275,461273.884,5064793.519,11,10
CS011,LBA,54,3826670.092,461267.819,5064800.961,13,12
CS011,LBA,55,3826664.006,461265.856,5064805.706,15,14
CS011,LBA,56,3826655.518,461276.176,5064811.144,17,16
CS011,LBA,57,3826651.799,461283.124,5064813.308,19,18
CS011,LBA,58,3826653.336,461292.747,5064811.285,21,20
CS011,LBA,59,3826651.003,461300.529,5064812.333,23,22
CS011,LBA,60,3826658.833,461308.557,5064805.730,25,24
CS011,LBA,61,3826668.903,461310.643,5064797.982,27,26
CS011,LBA,62,3826673.864,461309.321,5064794.378,29,28
CS011,LBA,63,3826680.222,461306.043,5064789.902,31,30
CS011,LBA,64,3826686.151,461289.701,5064786.928,33,32
CS011,LBA,65,3826686.957,461281.767,5064787.041,35,34
CS011,LBA,66,3826684.132,461268.612,5064790.351,37,36
CS011,LBA,67,3826674.554,461261.608,5064798.172,39,38
CS011,LBA,68,3826667.376,461259.587,5064803.743,41,40
CS011,LBA,69,3826658.521,461264.094,5064809.982,43,42
CS011,LBA,70,3826648.229,461274.479,5064816.769,45,44
CS011,LBA,71,3826646.217,461292.108,5064816.686,47,46
CS011,LBA,72,3826644.129,461305.761,5064817.019,49,48
CS011,LBA,73,3826654.231,461312.987,5064808.783,51,50
CS011,LBA,74,3826665.368,461316.723,5064800.086,53,52
CS011,LBA,75,3826671.727,461317.333,5064795.258,55,54
CS011,LBA,76,3826684.892,461307.157,5064786.296,57,56
CS011,LBA,77,3826693.911,461292.502,5064780.851,59,58
CS011,LBA,78,3826694.622,461280.242,5064781.425,61,60
CS011,LBA,79,3826689.898,461273.311,5064785.598,63,62
CS011,LBA,80,3826686.388,461259.624,5064789.469,65,64
CS011,LBA,81,3826672.782,461252.030,5064800.368,67,66
CS011,LBA,82,3826665.609,461252.068,5064805.749,69,68
CS011,LBA,83,3826653.225,461256.825,5064814.615,71,70
CS011,LBA,84,3826649.356,461263.721,5064816.896,73,72
CS011,LBA,85,3826641.135,461282.072,5064821.408,75,74
CS011,LBA,86,3826642.916,461288.263,5064819.511,77,76
CS011,LBA,87,3826638.134,461290.517,5064822.897,79,78
CS011,LBA,88,3826652.918,461323.971,5064808.777,81,80
CS011,LBA,89,3826673.418,461324.280,5064793.361,83,82
CS011,LBA,90,3826688.588,461316.632,5064782.665,85,84
CS011,LBA,91,3826695.802,461302.874,5064778.494,87,86
CS011,LBA,92,3826693.274,461258.270,5064784.423,89,88
CS011,LBA,93,3826676.866,461250.408,5064797.449,91,90
CS011,LBA,94,3826664.902,461244.541,5064806.960,93,92
CS011,LBA,95,3826638.385,461273.910,5064824.210,95,94
CS011,HBA,0,3826627.527,461225.018,5064836.779,0,1
CS011,HBA,1,3826627.485,461230.150,5064836.347,2,3
CS011,HBA,2,3826631.694,461219.661,5064834.136,4,5
CS011,HBA,3,3826631.652,461224.793,5064833.703,6,7
CS011,HBA,4,3826631.610,461229.925,5064833.271,8,9
CS011,HBA,5,3826631.567,461235.056,5064832.840,10,11
CS011,HBA,6,3826635.860,461214.305,5064831.492,12,13
CS011,HBA,7,3826635.818,461219.437,5064831.060,14,15
CS011,HBA,8,3826635.776,461224.568,5064830.628,16,17
CS011,HBA,9,3826635.733,461229.699,5064830.196,18,19
CS011,HBA,10,3826635.691,461234.831,5064829.764,20,21
CS011,HBA,11,3826635.649,461239.963,5064829.332,22,23
CS011,HBA,12,3826639.985,461214.080,5064828.416,24,25
CS011,HBA,13,3826639.943,461219.212,5064827.984,26,27
CS011,HBA,14,3826639.901,461224.343,5064827.552,28,29
CS011,HBA,15,3826639.858,461229.475,5064827.120,30,31
CS011,HBA,16,3826639.816,461234.606,5064826.688,32,33
CS011,HBA,17,3826639.774,461239.738,5064826.256,34,35
CS011,HBA,18,3826644.068,461218.986,5064824.908,36,37
CS011,HBA,19,3826644.025,461224.118,5064824.477,38,39
CS011,HBA,20,3826643.983,461229.250,5064824.045,40,41
CS011,HBA,21,3826643.941,461234.382,5064823.612,42,43
CS011,HBA,22,3826648.150,461223.893,5064821.401,44,45
CS011,HBA,23,3826648.108,461229.025,5064820.969,46,47
CS011,HBA,24,3826639.067,461351.914,5064816.648,48,49
CS011,HBA,25,3826639.025,461357.045,5064816.215,50,51
CS011,HBA,26,3826643.233,461346.557,5064814.004,52,53
CS011,HBA,27,3826643.191,461351.688,5064813.572,54,55
CS011,HBA,28,3826643.149,461356.820,5064813.140,56,57
CS011,HBA,29,3826643.106,461361.952,5064812.708,58,59
CS011,HBA,30,3826647.400,461341.201,5064811.361,60,61
CS011,HBA,31,3826647.358,461346.332,5064810.928,62,63
CS011,HBA,32,3826647.316,461351.463,5064810.496,64,65
CS011,HBA,33,3826647.273,461356.595,5064810.065,66,67
CS011,HBA,34,3826647.231,461361.727,5064809.632,68,69
CS011,HBA,35,3826647.189,461366.859,5064809.200,70,71
CS011,HBA,36,3826651.525,461340.975,5064808.285,72,73
CS011,HBA,37,3826651.483,461346.107,5064807.853,74,75
CS011,HBA,38,3826651.441,461351.239,5064807.420,76,77
CS011,HBA,39,3826651.398,461356.371,5064806.989,78,79
CS011,HBA,40,3826651.356,461361.502,5064806.557,80,81
CS011,HBA,41,3826651.314,461366.633,5064806.124,82,83
CS011,HBA,42,3826655.608,461345.882,5064804.777,84,85
CS011,HBA,43,3826655.565,461351.014,5064804.345,86,87
CS011,HBA,44,3826655.523,461356.146,5064803.913,88,89
CS011,HBA,45,3826655.480,461361.277,5064803.481,90,91
CS011,HBA,46,3826659.689,461350.788,5064801.270,92,93
CS011,HBA,47,3826659.647,461355.920,5064800.837,94,95
CS013,LBA,0,3826346.661,460791.787,5065086.876,0,1
CS013,LBA,1,3826344.642,460791.544,5065088.414,2,3
CS013,LBA,2,3826345.323,460793.892,5065087.690,4,5
CS013,LBA,3,3826347.461,460794.150,5065086.062,6,7
CS013,LBA,4,3826348.680,460792.030,5065085.338,8,9
CS013,LBA,5,3826347.999,460789.682,5065086.062,10,11
CS013,LBA,6,3826345.861,460789.424,5065087.690,12,13
CS013,LBA,7,3826349.025,460786.655,5065085.565,14,15
CS013,LBA,8,3826345.902,460786.140,5065087.957,16,17
CS013,LBA,9,3826343.133,460788.266,5065089.842,18,19
CS013,LBA,10,3826342.016,460792.040,5065090.340,20,21
CS013,LBA,11,3826343.072,460795.696,5065089.217,22,23
CS013,LBA,12,3826345.808,460797.522,5065086.998,24,25
CS013,LBA,13,3826348.943,460796.665,5065084.723,26,27
CS013,LBA,14,3826351.010,460793.526,5065083.455,28,29
CS013,LBA,15,3826351.042,460789.572,5065083.788,30,31
CS013,LBA,16,3826353.463,460787.488,5065082.159,32,33
CS013,LBA,17,3826352.147,460784.321,5065083.433,34,35
CS013,LBA,18,3826348.816,460781.713,5065086.169,36,37
CS013,LBA,19,3826343.037,460783.040,5065090.387,38,39
CS013,LBA,20,3826340.910,460785.009,5065091.805,40,41
CS013,LBA,21,3826339.096,460788.764,5065092.828,42,43
CS013,LBA,22,3826339.284,460792.987,5065092.305,44,45
CS013,LBA,23,3826341.267,460798.071,5065090.357,46,47
CS013,LBA,24,3826343.976,460801.259,5065088.035,48,49
CS013,LBA,25,3826347.441,460801.735,5065085.392,50,51
CS013,LBA,26,3826350.226,460799.694,5065083.485,52,53
CS013,LBA,27,3826352.881,460795.988,5065081.828,54,55
CS013,LBA,28,3826354.032,460791.490,5065081.370,56,57
CS013,LBA,29,3826356.615,460783.978,5065080.110,58,59
CS013,LBA,30,3826355.045,460780.820,5065081.574,60,61
CS013,LBA,31,3826352.823,460779.535,5065083.358,62,63
CS013,LBA,32,3826346.509,460778.659,5065088.177,64,65
CS013,LBA,33,3826344.534,460777.099,5065089.800,66,67
CS013,LBA,34,3826339.834,460782.055,5065092.880,68,69
CS013,LBA,35,3826337.393,460786.262,5065094.332,70,71
CS013,LBA,36,3826334.671,460790.513,5065095.991,72,73
CS013,LBA,37,3826335.873,460793.422,5065094.826,74,75
CS013,LBA,38,3826337.146,460797.798,5065093.475,76,77
CS013,LBA,39,3826340.639,460803.022,5065090.381,78,79
CS013,LBA,40,3826342.355,460804.682,5065088.943,80,81
CS013,LBA,41,3826346.596,460805.004,5065085.730,82,83
CS013,LBA,42,3826349.745,460806.126,5065083.265,84,85
CS013,LBA,43,3826355.320,460800.281,5065079.609,86,87
CS013,LBA,44,3826356.856,460796.700,5065078.779,88,89
CS013,LBA,45,3826358.256,460791.428,5065078.205,90,91
CS013,LBA,46,3826338.881,460856.374,5065086.878,92,93
CS013,LBA,47,3826398.181,460797.994,5065047.643,94,95
CS013,LBA,48,3826360.885,460788.198,5065076.524,1,0
CS013,LBA,49,3826362.352,460785.641,5065075.654,3,2
CS013,LBA,50,3826354.940,460773.724,5065082.294,5,4
CS013,LBA,51,3826342.080,460773.196,5065091.995,7,6
CS013,LBA,52,3826338.271,460774.742,5065094.714,9,8
CS013,LBA,53,3826333.202,460785.398,5065097.556,11,10
CS013,LBA,54,3826333.139,460798.633,5065096.407,13,12
CS013,LBA,55,3826334.530,460806.279,5065094.672,15,14
CS013,LBA,56,3826345.564,460809.802,5065086.071,17,16
CS013,LBA,57,3826352.088,460810.019,5065081.155,19,18
CS013,LBA,58,3826358.093,460803.098,5065077.273,21,20
CS013,LBA,59,3826364.570,460801.362,5065072.568,23,22
CS013,LBA,60,3826366.614,460788.514,5065072.195,25,24
CS013,LBA,61,3826363.503,460776.497,5065075.616,27,26
CS013,LBA,62,3826360.334,460771.863,5065078.413,29,28
CS013,LBA,63,3826355.170,460766.788,5065082.748,31,30
CS013,LBA,64,3826341.102,460769.322,5065093.079,33,32
CS013,LBA,65,3826335.211,460772.790,5065097.187,35,34
CS013,LBA,66,3826327.330,460783.035,5065102.177,37,36
CS013,LBA,67,3826326.792,460797.210,5065101.300,39,38
CS013,LBA,68,3826328.636,460806.067,5065099.115,41,40
CS013,LBA,69,3826335.788,460813.167,5065093.105,43,42
CS013,LBA,70,3826347.684,460818.603,5065083.684,45,44
CS013,LBA,71,3826360.873,460811.135,5065074.459,47,46
CS013,LBA,72,3826371.329,460805.924,5065067.082,49,48
CS013,LBA,73,3826371.784,460791.062,5065068.084,51,50
CS013,LBA,74,3826369.340,460776.990,5065071.191,53,52
CS013,LBA,75,3826366.883,460769.789,5065073.685,55,54
CS013,LBA,76,3826353.830,460761.135,5065084.265,57,56
CS013,LBA,77,3826339.536,460759.410,5065095.150,59,58
CS013,LBA,78,3826330.676,460765.346,5065101.265,61,60
CS013,LBA,79,3826327.989,460774.238,5065102.478,63,62
CS013,LBA,80,3826320.047,460785.514,5065107.420,65,64
CS013,LBA,81,3826320.924,460804.362,5065105.058,67,66
CS013,LBA,82,3826324.200,460812.088,5065101.901,69,68
CS013,LBA,83,3826333.126,460822.862,5065094.227,71,70
CS013,LBA,84,3826339.681,460823.269,5065089.270,73,72
CS013,LBA,85,3826356.187,460822.113,5065076.985,75,74
CS013,LBA,86,3826359.692,460816.802,5065074.834,77,76
CS013,LBA,87,3826363.429,460820.736,5065071.673,79,78
CS013,LBA,88,3826380.029,460786.473,5065062.310,81,80
CS013,LBA,89,3826370.954,460764.164,5065071.138,83,82
CS013,LBA,90,3826358.754,460751.963,5065081.398,85,84
CS013,LBA,91,3826345.903,460751.694,5065091.068,87,86
CS013,LBA,92,3826315.984,460778.818,5065111.075,89,88
CS013,LBA,93,3826317.943,460800.838,5065107.614,91,90
CS013,LBA,94,3826319.278,460816.968,5065105.154,93,92
CS013,LBA,95,3826351.749,460829.546,5065079.644,95,94
CS013,HBA,0,3826310.642,460863.719,5065107.411,0,1
CS013,HBA,1,3826313.579,460867.122,5065104.899,2,3
CS013,HBA,2,3826310.600,460856.468,5065108.098,4,5
CS013,HBA,3,3826313.537,460859.871,5065105.585,6,7
CS013,HBA,4,3826316.476,460863.274,5065103.072,8,9
CS013,HBA,5,3826319.413,460866.676,5065100.560,10,11
CS013,HBA,6,3826310.558,460849.217,5065108.785,12,13
CS013,HBA,7,3826313.496,460852.621,5065106.272,14,15
CS013,HBA,8,3826316.433,460856.023,5065103.760,16,17
CS013,HBA,9,3826319.371,460859.426,5065101.247,18,19
CS013,HBA,10,3826322.308,460862.829,5065098.734,20,21
CS013,HBA,11,3826325.246,460866.232,5065096.221,22,23
CS013,HBA,12,3826313.453,460845.369,5065106.959,24,25
CS013,HBA,13,3826316.391,460848.772,5065104.446,26,27
CS013,HBA,14,3826319.329,460852.175,5065101.934,28,29
CS013,HBA,15,3826322.267,460855.578,5065099.421,30,31
CS013,HBA,16,3826325.204,460858.981,5065096.909,32,33
CS013,HBA,17,3826328.142,460862.385,5065094.396,34,35
CS013,HBA,18,3826319.287,460844.925,5065102.621,36,37
CS013,HBA,19,3826322.224,460848.328,5065100.108,38,39
CS013,HBA,20,3826325.162,460851.731,5065097.595,40,41
CS013,HBA,21,3826328.099,460855.134,5065095.083,42,43
CS013,HBA,22,3826325.120,460844.480,5065098.282,44,45
CS013,HBA,23,3826328.058,460847.882,5065095.770,46,47
CS013,HBA,24,3826393.791,460781.861,5065052.397,48,49
CS013,HBA,25,3826396.728,460785.264,5065049.885,50,51
CS013,HBA,26,3826393.749,460774.610,5065053.084,52,53
CS013,HBA,27,3826396.686,460778.013,5065050.571,54,55
CS013,HBA,28,3826399.624,460781.416,5065048.058,56,57
CS013,HBA,29,3826402.562,460784.819,5065045.546,58,59
CS013,HBA,30,3826393.706,460767.359,5065053.771,60,61
CS013,HBA,31,3826396.644,460770.763,5065051.258,62,63
CS013,HBA,32,3826399.582,460774.166,5065048.746,64,65
CS013,HBA,33,3826402.520,460777.569,5065046.233,66,67
CS013,HBA,34,3826405.457,460780.972,5065043.720,68,69
CS013,HBA,35,3826408.395,460784.374,5065041.207,70,71
CS013,HBA,36,3826396.602,460763.512,5065051.945,72,73
CS013,HBA,37,3826399.540,460766.915,5065049.432,74,75
CS013,HBA,38,3826402.477,460770.318,5065046.920,76,77
CS013,HBA,39,3826405.415,460773.720,5065044.407,78,79
CS013,HBA,40,3826408.353,460777.123,5065041.895,80,81
CS013,HBA,41,3826411.291,460780.527,5065039.382,82,83
CS013,HBA,42,3826402.435,460763.068,5065047.607,84,85
CS013,HBA,43,3826405.373,460766.470,5065045.094,86,87
CS013,HBA,44,3826408.311,460769.873,5065042.581,88,89
CS013,HBA,45,3826411.248,460773.276,5065040.069,90,91
CS013,HBA,46,3826408.269,460762.622,5065043.268,92,93
CS013,HBA,47,3826411.206,460766.025,5065040.756,94,95
CS017,LBA,0,3826462.450,461501.626,5064935.567,0,1
CS017,LBA,1,3826460.431,461501.383,5064937.105,2,3
CS017,LBA,2,3826461.112,461503.731,5064936.381,4,5
CS017,LBA,3,3826463.250,461503.989,5064934.753,6,7
CS017,LBA,4,3826464.469,461501.869,5064934.029,8,9
CS017,LBA,5,3826463.788,461499.521,5064934.753,10,11
CS017,LBA,6,3826461.650,461499.263,5064936.381,12,13
CS017,LBA,7,3826457.805,461501.879,5064939.031,14,15
CS017,LBA,8,3826458.861,461505.535,5064937.908,16,17
CS017,LBA,9,3826461.597,461507.362,5064935.689,18,19
CS017,LBA,10,3826464.731,461506.505,5064933.414,20,21
CS017,LBA,11,3826466.799,461503.365,5064932.146,22,23
CS017,LBA,12,3826466.831,461499.411,5064932.479,24,25
CS017,LBA,13,3826464.814,461496.494,5064934.256,26,27
CS017,LBA,14,3826461.691,461495.979,5064936.648,28,29
CS017,LBA,15,3826458.922,461498.105,5064938.533,30,31
CS017,LBA,16,3826456.374,461496.631,5064940.579,32,33
CS017,LBA,17,3826454.764,461499.783,5064941.503,34,35
CS017,LBA,18,3826454.457,461504.808,5064941.279,36,37
CS017,LBA,19,3826458.000,461510.324,5064938.121,38,39
CS017,LBA,20,3826460.336,461511.543,5064936.257,40,41
CS017,LBA,21,3826463.773,461511.450,5064933.686,42,43
CS017,LBA,22,3826466.629,461508.937,5064931.770,44,45
CS017,LBA,23,3826469.271,461504.016,5064930.231,46,47
CS017,LBA,24,3826470.263,461499.346,5064929.908,48,49
CS017,LBA,25,3826469.025,461495.343,5064931.200,50,51
CS017,LBA,26,3826466.341,461493.451,5064933.385,52,53
CS017,LBA,27,3826462.557,461492.612,5064936.301,54,55
CS017,LBA,28,3826458.903,461493.828,5064938.934,56,57
CS017,LBA,29,3826452.500,461495.146,5064943.621,58,59
CS017,LBA,30,3826451.013,461498.568,5064944.428,60,61
CS017,LBA,31,3826451.125,461501.671,5064944.064,62,63
CS017,LBA,32,3826453.375,461508.970,5064941.715,64,65
CS017,LBA,33,3826453.185,461511.956,5064941.588,66,67
CS017,LBA,34,3826458.765,461514.322,5064937.185,68,69
CS017,LBA,35,3826462.801,461514.658,5064934.125,70,71
CS017,LBA,36,3826466.996,461515.273,5064930.921,72,73
CS017,LBA,37,3826468.478,461512.382,5064930.070,74,75
CS017,LBA,38,3826470.948,461508.616,5064928.556,76,77
CS017,LBA,39,3826473.003,461501.986,5064927.613,78,79
CS017,LBA,40,3826473.382,461499.224,5064927.579,80,81
CS017,LBA,41,3826471.685,461494.468,5064929.282,82,83
CS017,LBA,42,3826471.039,461490.453,5064930.130,84,85
CS017,LBA,43,3826464.442,461487.629,5064935.337,86,87
CS017,LBA,44,3826461.251,461487.928,5064937.705,88,89
CS017,LBA,45,3826456.946,461489.299,5064940.813,90,91
CS017,LBA,46,3826413.941,461528.547,5064969.546,92,93
CS017,LBA,47,3826481.474,461560.666,5064915.951,94,95
CS017,LBA,48,3826453.505,461488.227,5064943.492,1,0
CS017,LBA,49,3826451.059,461488.040,5064945.345,3,2
CS017,LBA,50,3826446.119,461502.562,5064947.741,5,4
CS017,LBA,51,3826451.578,461516.741,5064942.362,7,6
CS017,LBA,52,3826454.381,461520.009,5064939.962,9,8
CS017,LBA,53,3826464.099,461519.656,5064932.699,11,10
CS017,LBA,54,3826473.345,461512.486,5064926.408,13,12
CS017,LBA,55,3826478.040,461506.803,5064923.397,15,14
CS017,LBA,56,3826475.494,461492.959,5064926.559,17,16
CS017,LBA,57,3826472.689,461485.794,5064929.313,19,18
CS017,LBA,58,3826465.147,461483.095,5064935.217,21,20
CS017,LBA,59,3826461.003,461477.047,5064938.875,23,22
CS017,LBA,60,3826451.130,461481.866,5064945.850,25,24
CS017,LBA,61,3826444.170,461491.798,5064950.177,27,26
CS017,LBA,62,3826442.377,461497.754,5064950.984,29,28
CS017,LBA,63,3826441.184,461506.107,5064951.125,31,30
CS017,LBA,64,3826449.322,461519.915,5064943.768,33,32
CS017,LBA,65,3826454.408,461524.381,5064939.547,35,34
CS017,LBA,66,3826465.114,461527.290,5064931.247,37,36
CS017,LBA,67,3826475.231,461520.121,5064924.302,39,38
CS017,LBA,68,3826480.563,461513.283,5064920.917,41,40
CS017,LBA,69,3826482.267,461501.677,5064920.688,43,42
CS017,LBA,70,3826480.663,461485.856,5064923.322,45,44
CS017,LBA,71,3826469.487,461475.692,5064932.629,47,46
CS017,LBA,72,3826461.119,461467.250,5064939.673,49,48
CS017,LBA,73,3826450.558,461474.891,5064946.910,51,50
CS017,LBA,74,3826441.865,461485.226,5064952.501,53,52
CS017,LBA,75,3826437.969,461491.817,5064954.829,55,54
CS017,LBA,76,3826437.854,461510.649,5064953.213,57,56
CS017,LBA,77,3826443.128,461527.027,5064947.774,59,58
CS017,LBA,78,3826451.277,461533.347,5064941.086,61,60
CS017,LBA,79,3826458.688,461531.390,5064935.701,63,62
CS017,LBA,80,3826470.144,461533.797,5064926.884,65,64
CS017,LBA,81,3826482.868,461522.549,5064918.350,67,66
CS017,LBA,82,3826486.769,461514.779,5064916.124,69,68
CS017,LBA,83,3826490.222,461499.251,5064914.936,71,70
CS017,LBA,84,3826487.542,461491.948,5064917.607,73,72
CS017,LBA,85,3826479.257,461474.754,5064925.380,75,74
CS017,LBA,86,3826473.964,461473.874,5064929.433,77,76
CS017,LBA,87,3826475.015,461467.685,5064929.203,79,78
CS017,LBA,88,3826443.631,461468.497,5064952.687,81,80
CS017,LBA,89,3826432.199,461490.497,5064959.280,83,82
CS017,LBA,90,3826429.238,461510.346,5064959.709,85,84
CS017,LBA,91,3826434.868,461524.370,5064954.215,87,86
CS017,LBA,92,3826467.319,461541.847,5064928.277,89,88
CS017,LBA,93,3826481.766,461527.694,5064918.712,91,90
CS017,LBA,94,3826492.395,461517.431,5064911.661,93,92
CS017,LBA,95,3826486.441,461475.478,5064919.922,95,94
CS017,HBA,0,3826395.495,461511.872,5064984.898,0,1
CS017,HBA,1,3826397.521,461516.204,5064982.986,2,3
CS017,HBA,2,3826397.063,461504.780,5064984.362,4,5
CS017,HBA,3,3826399.088,461509.111,5064982.451,6,7
CS017,HBA,4,3826401.114,461513.443,5064980.539,8,9
CS017,HBA,5,3826403.140,461517.774,5064978.626,10,11
CS017,HBA,6,3826398.630,461497.688,5064983.827,12,13
CS017,HBA,7,3826400.656,461502.019,5064981.915,14,15
CS017,HBA,8,3826402.682,461506.350,5064980.003,16,17
CS017,HBA,9,3826404.707,461510.682,5064978.091,18,19
CS017,HBA,10,3826406.733,461515.014,5064976.179,20,21
CS017,HBA,11,3826408.759,461519.346,5064974.267,22,23
CS017,HBA,12,3826402.223,461494.927,5064981.380,24,25
CS017,HBA,13,3826404.249,461499.258,5064979.468,26,27
CS017,HBA,14,3826406.275,461503.590,5064977.555,28,29
CS017,HBA,15,3826408.300,461507.922,5064975.644,30,31
CS017,HBA,16,3826410.326,461512.253,5064973.732,32,33
CS017,HBA,17,3826412.352,461516.585,5064971.819,34,35
CS017,HBA,18,3826407.842,461496.498,5064977.020,36,37
CS017,HBA,19,3826409.868,461500.829,5064975.108,38,39
CS017,HBA,20,3826411.894,461505.161,5064973.196,40,41
CS017,HBA,21,3826413.919,461509.492,5064971.284,42,43
CS017,HBA,22,3826413.461,461498.068,5064972.661,44,45
CS017,HBA,23,3826415.487,461502.400,5064970.748,46,47
CS017,HBA,24,3826490.183,461556.910,5064909.753,48,49
CS017,HBA,25,3826492.209,461561.242,5064907.841,50,51
CS017,HBA,26,3826491.751,461549.818,5064909.218,52,53
CS017,HBA,27,3826493.776,461554.149,5064907.306,54,55
CS017,HBA,28,3826495.802,461558.481,5064905.394,56,57
CS017,HBA,29,3826497.828,461562.812,5064903.481,58,59
CS017,HBA,30,3826493.318,461542.725,5064908.682,60,61
CS017,HBA,31,3826495.344,461547.057,5064906.770,62,63
CS017,HBA,32,3826497.370,461551.388,5064904.858,64,65
CS017,HBA,33,3826499.395,461555.720,5064902.946,66,67
CS017,HBA,34,3826501.421,461560.052,5064901.034,68,69
CS017,HBA,35,3826503.447,461564.384,5064899.122,70,71
CS017,HBA,36,3826496.911,461539.964,5064906.235,72,73
CS017,HBA,37,3826498.937,461544.296,5064904.323,74,75
CS017,HBA,38,3826500.963,461548.628,5064902.411,76,77
CS017,HBA,39,3826502.988,461552.960,5064900.499,78,79
CS017,HBA,40,3826505.014,461557.291,5064898.587,80,81
CS017,HBA,41,3826507.040,461561.623,5064896.674,82,83
CS017,HBA,42,3826502.530,461541.536,5064901.875,84,85
CS017,HBA,43,3826504.556,461545.867,5064899.963,86,87
CS017,HBA,44,3826506.581,461550.199,5064898.051,88,89
CS017,HBA,45,3826508.607,461554.530,5064896.139,90,91
CS017,HBA,46,3826508.148,461543.106,5064897.516,92,93
CS017,HBA,47,3826510.174,461547.438,5064895.604,94,95
CS021,LBA,0,3826406.939,460538.280,5065064.610,0,1
CS021,LBA,1,3826404.920,460538.037,5065066.148,2,3
CS021,LBA,2,3826405.601,460540.385,5065065.424,4,5
CS021,LBA,3,3826407.739,460540.643,5065063.796,6,7
CS021,LBA,4,3826408.958,460538.523,5065063.072,8,9
CS021,LBA,5,3826408.277,460536.175,5065063.796,10,11
CS021,LBA,6,3826406.139,460535.917,5065065.424,12,13
CS021,LBA,7,3826411.063,460535.343,5065061.780,14,15
CS021,LBA,8,3826408.723,460532.826,5065063.764,16,17
CS021,LBA,9,3826405.549,460532.862,5065066.143,18,19
CS021,LBA,10,3826403.025,460535.432,5065067.806,20,21
CS021,LBA,11,3826402.333,460539.336,5065067.972,22,23
CS021,LBA,12,3826403.796,460542.744,5065066.566,24,25
CS021,LBA,13,3826406.729,460544.064,5065064.245,26,27
CS021,LBA,14,3826409.761,460542.678,5065062.094,28,29
CS021,LBA,15,3826411.473,460539.234,5065061.121,30,31
CS021,LBA,16,3826414.344,460539.005,5065058.986,32,33
CS021,LBA,17,3826414.617,460535.360,5065059.111,34,35
CS021,LBA,18,3826412.997,460530.873,5065060.732,36,37
CS021,LBA,19,3826407.697,460528.215,5065064.950,38,39
CS021,LBA,20,3826405.115,460528.538,5065066.860,40,41
CS021,LBA,21,3826402.028,460530.631,5065068.988,42,43
CS021,LBA,22,3826400.383,460534.457,5065069.877,44,45
CS021,LBA,23,3826399.841,460540.224,5065069.762,46,47
CS021,LBA,24,3826400.702,460544.810,5065068.702,48,49
CS021,LBA,25,3826403.339,460547.517,5065066.477,50,51
CS021,LBA,26,3826406.491,460547.568,5065064.107,52,53
CS021,LBA,27,3826410.245,460546.073,5065061.424,54,55
CS021,LBA,28,3826413.105,460542.891,5065059.565,56,57
CS021,LBA,29,3826418.423,460538.011,5065056.014,58,59
CS021,LBA,30,3826418.482,460534.206,5065056.314,60,61
CS021,LBA,31,3826417.210,460531.612,5065057.503,62,63
CS021,LBA,32,3826412.410,460526.669,5065061.553,64,65
CS021,LBA,33,3826411.455,460523.998,5065062.511,66,67
CS021,LBA,34,3826405.493,460525.235,5065066.875,68,69
CS021,LBA,35,3826401.699,460527.310,5065069.534,70,71
CS021,LBA,36,3826397.658,460529.239,5065072.394,72,73
CS021,LBA,37,3826397.403,460532.584,5065072.283,74,75
CS021,LBA,38,3826396.581,460537.262,5065072.477,76,77
CS021,LBA,39,3826397.216,460544.150,5065071.377,78,79
CS021,LBA,40,3826397.915,460546.739,5065070.619,80,81
CS021,LBA,41,3826401.253,460549.825,5065067.834,82,83
CS021,LBA,42,3826403.355,460552.889,5065065.979,84,85
CS021,LBA,43,3826410.414,460551.449,5065060.811,86,87
CS021,LBA,44,3826413.199,460549.325,5065058.912,88,89
CS021,LBA,45,3826416.593,460545.629,5065056.700,90,91
CS021,LBA,46,3826455.107,460510.336,5065030.980,92,93
CS021,LBA,47,3826387.073,460479.721,5065084.814,94,95
CS021,LBA,48,3826420.123,460544.534,5065054.149,1,0
CS021,LBA,49,3826422.415,460543.261,5065052.543,3,2
CS021,LBA,50,3826421.420,460527.915,5065054.677,5,4
CS021,LBA,51,3826411.109,460518.953,5065063.227,7,6
CS021,LBA,52,3826407.329,460517.791,5065066.169,9,8
CS021,LBA,53,3826398.634,460523.784,5065072.154,11,10
CS021,LBA,54,3826392.942,460535.346,5065075.382,13,12
CS021,LBA,55,3826390.824,460542.968,5065076.283,15,14
CS021,LBA,56,3826398.362,460553.349,5065069.686,17,16
CS021,LBA,57,3826403.616,460557.851,5065065.336,19,18
CS021,LBA,58,3826411.485,460555.751,5065059.618,21,20
CS021,LBA,59,3826417.532,460558.510,5065054.830,23,22
CS021,LBA,60,3826424.682,460548.597,5065050.360,25,24
CS021,LBA,61,3826427.255,460536.006,5065049.566,27,26
CS021,LBA,62,3826426.634,460529.848,5065050.589,29,28
CS021,LBA,63,3826424.565,460521.986,5065052.852,31,30
CS021,LBA,64,3826411.958,460514.911,5065062.955,33,32
