!STATION,ANTENNA-TYPE,ANTENNA-ID,ETRS-X,ETRS-Y,ETRS-Z,RCU-X,RCU-Y
! from https://github.com/lofar-astron/lofar-antenna-positions Edited to leave only Dutch LBA
CS103,LBA,39,3826315.057,462819.478,5064926.578,78,79
CS103,LBA,40,3826314.815,462816.735,5064927.008,80,81
CS103,LBA,41,3826312.103,462812.816,5064929.397,82,83
CS103,LBA,42,3826310.583,462809.240,5064930.862,84,85
CS103,LBA,43,3826303.517,462808.834,5064936.202,86,87
CS103,LBA,44,3826300.469,462810.214,5064938.366,88,89
CS103,LBA,45,3826296.569,462812.991,5064941.042,90,91
CS103,LBA,46,3826312.455,462758.178,5064934.072,92,93
CS103,LBA,47,3826253.155,462816.558,5064973.307,94,95
CS103,LBA,48,3826292.973,462813.159,5064943.726,1,0
CS103,LBA,49,3826290.544,462813.823,5064945.489,3,2
CS103,LBA,50,3826288.940,462829.265,5064945.298,5,4
CS103,LBA,51,3826297.412,462840.807,5064937.895,7,6
CS103,LBA,52,3826300.873,462842.935,5064935.105,9,8
CS103,LBA,53,3826310.281,462839.261,5064928.375,11,10
CS103,LBA,54,3826317.718,462829.297,5064923.693,13,12
CS103,LBA,55,3826321.041,462822.305,5064921.831,15,14
CS103,LBA,56,3826315.488,462810.079,5064927.104,17,16
CS103,LBA,57,3826311.161,462804.263,5064930.878,19,18
CS103,LBA,58,3826303.200,462804.300,5064936.850,21,20
CS103,LBA,59,3826297.814,462800.003,5064941.281,23,22
CS103,LBA,60,3826289.244,462807.957,5064946.995,25,24
CS103,LBA,61,3826284.651,462819.748,5064949.377,27,26
CS103,LBA,62,3826284.222,462826.001,5064949.134,29,28
CS103,LBA,63,3826284.909,462834.315,5064947.867,31,30
CS103,LBA,64,3826295.915,462844.586,5064938.677,33,32
CS103,LBA,65,3826301.868,462847.064,5064933.984,35,34
CS103,LBA,66,3826312.965,462846.136,5064925.739,37,36
CS103,LBA,67,3826321.251,462835.874,5064920.447,39,38
CS103,LBA,68,3826324.941,462827.571,5064918.428,41,40
CS103,LBA,69,3826324.031,462816.001,5064920.156,43,42
CS103,LBA,70,3826318.958,462801.580,5064925.268,45,44
CS103,LBA,71,3826305.794,462795.807,5064935.671,47,46
CS103,LBA,72,3826295.755,462790.694,5064943.668,49,48
CS103,LBA,73,3826287.143,462801.549,5064949.152,51,50
CS103,LBA,74,3826280.948,462814.319,5064952.647,53,52
CS103,LBA,75,3826278.600,462821.897,5064953.725,55,54
CS103,LBA,76,3826282.665,462839.755,5064949.059,57,56
CS103,LBA,77,3826291.445,462853.445,5064941.232,59,58
CS103,LBA,78,3826300.802,462856.628,5064933.921,61,60
CS103,LBA,79,3826307.601,462852.224,5064929.215,63,62
CS103,LBA,80,3826319.315,462850.569,5064920.572,65,64
CS103,LBA,81,3826329.246,462835.543,5064914.475,67,66
CS103,LBA,82,3826331.328,462826.857,5064913.698,69,68
CS103,LBA,83,3826331.262,462810.969,5064915.183,71,70
CS103,LBA,84,3826327.021,462804.982,5064918.908,73,72
CS103,LBA,85,3826315.122,462791.558,5064929.053,75,74
CS103,LBA,86,3826309.766,462792.541,5064932.984,77,76
CS103,LBA,87,3826309.415,462786.326,5064933.809,79,78
CS103,LBA,88,3826278.958,462797.880,5064955.627,81,80
CS103,LBA,89,3826272.681,462822.628,5064958.101,83,82
CS103,LBA,90,3826274.183,462842.433,5064955.184,85,84
CS103,LBA,91,3826282.794,462853.768,5064947.696,87,86
CS103,LBA,92,3826318.344,462859.157,5064920.525,89,88
CS103,LBA,93,3826329.309,462840.792,5064913.954,91,90
CS103,LBA,94,3826337.410,462827.426,5064909.081,93,92
CS103,LBA,95,3826322.300,462789.776,5064923.826,95,94
CS103,HBA,0,3826321.979,462755.405,5064927.174,0,1
CS103,HBA,1,3826321.506,462760.532,5064927.065,2,3
CS103,HBA,2,3826326.550,462750.590,5064924.178,4,5
CS103,HBA,3,3826326.077,462755.718,5064924.070,6,7
CS103,HBA,4,3826325.604,462760.845,5064923.961,8,9
CS103,HBA,5,3826325.130,462765.972,5064923.853,10,11
CS103,HBA,6,3826331.120,462745.777,5064921.182,12,13
CS103,HBA,7,3826330.647,462750.904,5064921.074,14,15
CS103,HBA,8,3826330.174,462756.030,5064920.966,16,17
CS103,HBA,9,3826329.701,462761.157,5064920.858,18,19
CS103,HBA,10,3826329.228,462766.284,5064920.749,20,21
CS103,HBA,11,3826328.755,462771.412,5064920.641,22,23
CS103,HBA,12,3826335.218,462746.089,5064918.078,24,25
CS103,HBA,13,3826334.745,462751.216,5064917.970,26,27
CS103,HBA,14,3826334.272,462756.343,5064917.862,28,29
CS103,HBA,15,3826333.798,462761.471,5064917.754,30,31
CS103,HBA,16,3826333.325,462766.597,5064917.645,32,33
CS103,HBA,17,3826332.852,462771.724,5064917.537,34,35
CS103,HBA,18,3826338.843,462751.529,5064914.866,36,37
CS103,HBA,19,3826338.369,462756.656,5064914.758,38,39
CS103,HBA,20,3826337.896,462761.783,5064914.650,40,41
CS103,HBA,21,3826337.423,462766.910,5064914.541,42,43
CS103,HBA,22,3826342.467,462756.968,5064911.654,44,45
CS103,HBA,23,3826341.994,462762.095,5064911.546,46,47
CS103,HBA,24,3826238.830,462837.264,5064982.188,48,49
CS103,HBA,25,3826238.357,462842.391,5064982.079,50,51
CS103,HBA,26,3826243.401,462832.449,5064979.192,52,53
CS103,HBA,27,3826242.928,462837.576,5064979.084,54,55
CS103,HBA,28,3826242.455,462842.703,5064978.975,56,57
CS103,HBA,29,3826241.981,462847.831,5064978.868,58,59
CS103,HBA,30,3826247.971,462827.635,5064976.196,60,61
CS103,HBA,31,3826247.498,462832.762,5064976.088,62,63
CS103,HBA,32,3826247.026,462837.889,5064975.980,64,65
CS103,HBA,33,3826246.552,462843.016,5064975.872,66,67
CS103,HBA,34,3826246.079,462848.143,5064975.763,68,69
CS103,HBA,35,3826245.606,462853.270,5064975.655,70,71
CS103,HBA,36,3826252.069,462827.948,5064973.092,72,73
CS103,HBA,37,3826251.596,462833.075,5064972.984,74,75
CS103,HBA,38,3826251.123,462838.202,5064972.876,76,77
CS103,HBA,39,3826250.649,462843.329,5064972.768,78,79
CS103,HBA,40,3826250.177,462848.455,5064972.659,80,81
CS103,HBA,41,3826249.704,462853.583,5064972.551,82,83
CS103,HBA,42,3826255.694,462833.387,5064969.880,84,85
CS103,HBA,43,3826255.220,462838.514,5064969.772,86,87
CS103,HBA,44,3826254.747,462843.642,5064969.664,88,89
CS103,HBA,45,3826254.274,462848.769,5064969.555,90,91
CS103,HBA,46,3826259.318,462838.827,5064966.668,92,93
CS103,HBA,47,3826258.845,462843.954,5064966.560,94,95
CS201,LBA,0,3826709.325,461913.423,5064713.578,0,1
CS201,LBA,1,3826707.306,461913.180,5064715.116,2,3
CS201,LBA,2,3826707.987,461915.528,5064714.392,4,5
CS201,LBA,3,3826710.125,461915.786,5064712.764,6,7
CS201,LBA,4,3826711.344,461913.666,5064712.040,8,9
CS201,LBA,5,3826710.663,461911.318,5064712.764,10,11
CS201,LBA,6,3826708.525,461911.060,5064714.392,12,13
CS201,LBA,7,3826711.021,461918.687,5064711.829,14,15
CS201,LBA,8,3826713.404,461915.913,5064710.291,16,17
CS201,LBA,9,3826713.878,461911.973,5064710.291,18,19
CS201,LBA,10,3826712.222,461908.713,5064711.829,20,21
CS201,LBA,11,3826709.211,461907.656,5064714.185,22,23
CS201,LBA,12,3826706.252,461909.298,5064716.257,24,25
CS201,LBA,13,3826704.732,461912.870,5064717.076,26,27
CS201,LBA,14,3826705.360,461916.700,5064716.258,28,29
CS201,LBA,15,3826707.844,461918.998,5064714.185,30,31
CS201,LBA,16,3826707.572,461922.570,5064714.067,32,33
CS201,LBA,17,3826710.444,461923.093,5064711.864,34,35
CS201,LBA,18,3826714.290,461921.314,5064709.138,36,37
CS201,LBA,19,3826717.255,461914.874,5064707.495,38,39
CS201,LBA,20,3826717.406,461911.654,5064707.672,40,41
CS201,LBA,21,3826716.221,461907.720,5064708.917,42,43
CS201,LBA,22,3826713.421,461905.486,5064711.221,44,45
CS201,LBA,23,3826708.894,461904.521,5064714.706,46,47
CS201,LBA,24,3826705.090,461905.357,5064717.486,48,49
CS201,LBA,25,3826702.508,461908.489,5064719.141,50,51
CS201,LBA,26,3826701.967,461912.396,5064719.194,52,53
CS201,LBA,27,3826702.568,461917.127,5064718.315,54,55
CS201,LBA,28,3826704.661,461920.836,5064716.409,56,57
CS201,LBA,29,3826707.722,461927.681,5064713.493,58,59
CS201,LBA,30,3826710.756,461927.946,5064711.191,60,61
CS201,LBA,31,3826713.032,461926.500,5064709.613,62,63
CS201,LBA,32,3826717.745,461920.796,5064706.592,64,65
CS201,LBA,33,3826720.033,461919.748,5064704.969,66,67
CS201,LBA,34,3826719.987,461912.291,5064705.677,68,69
CS201,LBA,35,3826718.928,461907.481,5064706.907,70,71
CS201,LBA,36,3826718.026,461902.369,5064708.046,72,73
CS201,LBA,37,3826715.390,461901.885,5064710.068,74,75
CS201,LBA,38,3826711.780,461900.628,5064712.892,76,77
CS201,LBA,39,3826706.169,461901.067,5064717.063,78,79
CS201,LBA,40,3826703.988,461901.802,5064718.634,80,81
CS201,LBA,41,3826700.992,461905.785,5064720.523,82,83
CS201,LBA,42,3826698.208,461908.238,5064722.391,84,85
CS201,LBA,43,3826698.242,461917.065,5064721.568,86,87
CS201,LBA,44,3826699.500,461920.628,5064720.301,88,89
CS201,LBA,45,3826701.919,461925.023,5064718.088,90,91
CS201,LBA,46,3826668.597,461875.751,5064747.554,92,93
CS201,LBA,47,3826676.825,461966.255,5064733.198,94,95
CS201,LBA,48,3826702.235,461929.458,5064717.450,1,0
CS201,LBA,49,3826702.890,461932.365,5064716.696,3,2
CS201,LBA,50,3826715.321,461931.909,5064707.406,5,4
CS201,LBA,51,3826724.123,461919.574,5064701.915,7,6
CS201,LBA,52,3826725.649,461914.945,5064701.187,9,8
CS201,LBA,53,3826722.234,461903.858,5064704.753,11,10
CS201,LBA,54,3826713.888,461896.212,5064711.708,13,12
CS201,LBA,55,3826708.127,461893.198,5064716.305,15,14
CS201,LBA,56,3826698.631,461902.021,5064722.636,17,16
CS201,LBA,57,3826694.198,461908.309,5064725.395,19,18
CS201,LBA,58,3826694.632,461918.177,5064724.177,21,20
CS201,LBA,59,3826691.467,461925.537,5064725.887,23,22
CS201,LBA,60,3826698.264,461934.906,5064719.939,25,24
CS201,LBA,61,3826707.927,461938.737,5064712.340,27,26
CS201,LBA,62,3826712.950,461938.278,5064708.611,29,28
CS201,LBA,63,3826719.565,461936.110,5064703.841,31,30
CS201,LBA,64,3826727.221,461920.833,5064699.475,33,32
CS201,LBA,65,3826728.901,461913.056,5064698.917,35,34
CS201,LBA,66,3826727.597,461899.440,5064701.126,37,36
CS201,LBA,67,3826718.969,461890.789,5064708.385,39,38
CS201,LBA,68,3826712.141,461887.527,5064713.805,41,40
CS201,LBA,69,3826702.934,461890.487,5064720.448,43,42
CS201,LBA,70,3826691.658,461899.063,5064728.137,45,44
CS201,LBA,71,3826687.710,461916.308,5064729.542,47,46
CS201,LBA,72,3826684.129,461929.565,5064731.032,49,48
CS201,LBA,73,3826693.245,461938.530,5064723.379,51,50
CS201,LBA,74,3826703.771,461944.190,5064714.966,53,52
CS201,LBA,75,3826709.952,461945.901,5064710.172,55,54
CS201,LBA,76,3826724.029,461938.029,5064700.317,57,56
CS201,LBA,77,3826734.536,461924.972,5064693.610,59,58
CS201,LBA,78,3826736.605,461912.862,5064693.152,61,60
CS201,LBA,79,3826732.741,461905.124,5064696.752,63,62
CS201,LBA,80,3826730.819,461890.862,5064699.483,65,64
CS201,LBA,81,3826718.302,461880.923,5064709.778,67,66
CS201,LBA,82,3826711.248,461879.721,5064715.181,69,68
CS201,LBA,83,3826698.546,461882.310,5064724.481,71,70
CS201,LBA,84,3826693.965,461888.527,5064727.358,73,72
CS201,LBA,85,3826683.833,461905.406,5064733.437,75,74
CS201,LBA,86,3826684.891,461911.899,5064732.056,77,76
CS201,LBA,87,3826679.940,461913.317,5064735.645,79,78
CS201,LBA,88,3826690.723,461949.255,5064724.302,81,80
CS201,LBA,89,3826710.841,461953.129,5064708.851,83,82
CS201,LBA,90,3826726.604,461948.129,5064697.471,85,84
CS201,LBA,91,3826735.234,461935.652,5064692.121,87,86
CS201,LBA,92,3826737.739,461890.709,5064694.303,89,88
CS201,LBA,93,3826722.492,461880.018,5064706.714,91,90
CS201,LBA,94,3826711.396,461872.084,5064715.760,93,92
CS201,LBA,95,3826682.051,461896.791,5064735.554,95,94
CS201,HBA,0,3826669.934,461860.495,5064747.930,0,1
CS201,HBA,1,3826672.205,461864.624,5064745.851,2,3
CS201,HBA,2,3826671.105,461853.311,5064747.700,4,5
CS201,HBA,3,3826673.377,461857.439,5064745.621,6,7
CS201,HBA,4,3826675.648,461861.568,5064743.543,8,9
CS201,HBA,5,3826677.919,461865.697,5064741.465,10,11
CS201,HBA,6,3826672.277,461846.126,5064747.470,12,13
CS201,HBA,7,3826674.548,461850.254,5064745.391,14,15
CS201,HBA,8,3826676.820,461854.383,5064743.313,16,17
CS201,HBA,9,3826679.091,461858.512,5064741.235,18,19
CS201,HBA,10,3826681.362,461862.640,5064739.157,20,21
CS201,HBA,11,3826683.634,461866.769,5064737.079,22,23
CS201,HBA,12,3826675.721,461843.070,5064745.161,24,25
CS201,HBA,13,3826677.992,461847.198,5064743.083,26,27
CS201,HBA,14,3826680.263,461851.327,5064741.005,28,29
CS201,HBA,15,3826682.535,461855.456,5064738.927,30,31
CS201,HBA,16,3826684.806,461859.584,5064736.849,32,33
CS201,HBA,17,3826687.077,461863.713,5064734.770,34,35
CS201,HBA,18,3826681.435,461844.142,5064740.775,36,37
CS201,HBA,19,3826683.706,461848.271,5064738.697,38,39
CS201,HBA,20,3826685.978,461852.400,5064736.619,40,41
CS201,HBA,21,3826688.249,461856.528,5064734.540,42,43
CS201,HBA,22,3826687.149,461845.215,5064736.388,44,45
CS201,HBA,23,3826689.421,461849.344,5064734.310,46,47
CS201,HBA,24,3826681.474,461987.391,5064727.798,48,49
CS201,HBA,25,3826683.745,461991.520,5064725.720,50,51
CS201,HBA,26,3826682.645,461980.206,5064727.568,52,53
CS201,HBA,27,3826684.917,461984.334,5064725.490,54,55
CS201,HBA,28,3826687.188,461988.464,5064723.412,56,57
CS201,HBA,29,3826689.459,461992.592,5064721.334,58,59
CS201,HBA,30,3826683.817,461973.022,5064727.338,60,61
CS201,HBA,31,3826686.088,461977.150,5064725.260,62,63
CS201,HBA,32,3826688.359,461981.278,5064723.182,64,65
CS201,HBA,33,3826690.631,461985.408,5064721.104,66,67
CS201,HBA,34,3826692.902,461989.536,5064719.026,68,69
CS201,HBA,35,3826695.173,461993.664,5064716.948,70,71
CS201,HBA,36,3826687.260,461969.966,5064725.029,72,73
CS201,HBA,37,3826689.532,461974.094,5064722.951,74,75
CS201,HBA,38,3826691.803,461978.222,5064720.873,76,77
CS201,HBA,39,3826694.074,461982.352,5064718.795,78,79
CS201,HBA,40,3826696.346,461986.480,5064716.717,80,81
CS201,HBA,41,3826698.617,461990.608,5064714.639,82,83
CS201,HBA,42,3826692.975,461971.038,5064720.643,84,85
CS201,HBA,43,3826695.246,461975.166,5064718.565,86,87
CS201,HBA,44,3826697.517,461979.296,5064716.487,88,89
CS201,HBA,45,3826699.789,461983.424,5064714.409,90,91
CS201,HBA,46,3826698.689,461972.110,5064716.257,92,93
CS201,HBA,47,3826700.960,461976.239,5064714.179,94,95
CS301,LBA,0,3827413.261,460992.019,5064269.684,0,1
CS301,LBA,1,3827411.242,460991.776,5064271.222,2,3
CS301,LBA,2,3827411.923,460994.124,5064270.498,4,5
CS301,LBA,3,3827414.061,460994.382,5064268.870,6,7
CS301,LBA,4,3827415.280,460992.262,5064268.146,8,9
CS301,LBA,5,3827414.599,460989.914,5064268.870,10,11
CS301,LBA,6,3827412.461,460989.656,5064270.498,12,13
CS301,LBA,7,3827416.083,460996.417,5064267.168,14,15
CS301,LBA,8,3827417.795,460992.973,5064266.195,16,17
CS301,LBA,9,3827417.385,460989.082,5064266.854,18,19
CS301,LBA,10,3827415.045,460986.565,5064268.838,20,21
CS301,LBA,11,3827411.871,460986.601,5064271.217,22,23
CS301,LBA,12,3827409.347,460989.171,5064272.880,24,25
CS301,LBA,13,3827408.655,460993.075,5064273.046,26,27
CS301,LBA,14,3827410.118,460996.483,5064271.640,28,29
CS301,LBA,15,3827413.051,460997.803,5064269.319,30,31
CS301,LBA,16,3827413.577,461001.278,5064268.610,32,33
CS301,LBA,17,3827416.498,461000.785,5064266.462,34,35
CS301,LBA,18,3827419.857,460997.779,5064264.212,36,37
CS301,LBA,19,3827421.323,460990.667,5064263.754,38,39
CS301,LBA,20,3827420.757,460987.568,5064264.459,40,41
CS301,LBA,21,3827418.728,460984.251,5064266.282,42,43
CS301,LBA,22,3827415.500,460983.100,5064268.810,44,45
CS301,LBA,23,3827410.867,460983.742,5064272.229,46,47
CS301,LBA,24,3827407.339,460985.841,5064274.688,48,49
CS301,LBA,25,3827405.512,460989.693,5064275.711,50,51
CS301,LBA,26,3827405.850,460993.577,5064275.106,52,53
CS301,LBA,27,3827407.487,460997.847,5064273.491,54,55
CS301,LBA,28,3827410.352,461000.638,5064271.089,56,57
CS301,LBA,29,3827414.856,461006.063,5064267.217,58,59
CS301,LBA,30,3827417.877,461005.271,5064265.021,60,61
CS301,LBA,31,3827419.778,461003.120,5064263.789,62,63
CS301,LBA,32,3827423.115,460996.103,5064261.918,64,65
CS301,LBA,33,3827425.116,460994.325,5064260.577,66,67
CS301,LBA,34,3827423.418,460987.283,5064262.488,68,69
CS301,LBA,35,3827421.318,460983.095,5064264.443,70,71
CS301,LBA,36,3827419.304,460978.568,5064266.364,72,73
CS301,LBA,37,3827416.624,460979.015,5064268.335,74,75
CS301,LBA,38,3827412.821,460979.066,5064271.185,76,77
CS301,LBA,39,3827407.442,460981.411,5064275.011,78,79
CS301,LBA,40,3827405.475,460982.857,5064276.356,80,81
CS301,LBA,41,3827403.433,460987.656,5064277.455,82,83
CS301,LBA,42,3827401.259,460990.934,5064278.791,84,85
CS301,LBA,43,3827403.249,460999.276,5064276.543,86,87
CS301,LBA,44,3827405.267,461002.215,5064274.763,88,89
CS301,LBA,45,3827408.603,461005.543,5064271.958,90,91
CS301,LBA,46,3827453.989,461029.691,5064235.708,92,93
CS301,LBA,47,3827445.761,460939.187,5064250.064,94,95
CS301,LBA,48,3827409.895,461009.631,5064270.619,1,0
CS301,LBA,49,3827411.178,461012.156,5064269.427,3,2
CS301,LBA,50,3827423.213,461007.452,5064260.819,5,4
CS301,LBA,51,3827429.069,460992.754,5064257.751,7,6
CS301,LBA,52,3827429.534,460987.848,5064257.846,9,8
CS301,LBA,53,3827423.742,460978.529,5064263.036,11,10
CS301,LBA,54,3827413.901,460974.162,5064270.818,13,12
CS301,LBA,55,3827407.609,460973.290,5064275.620,15,14
CS301,LBA,56,3827400.295,460984.905,5064280.060,17,16
CS301,LBA,57,3827397.361,460992.379,5064281.586,19,18
CS301,LBA,58,3827399.971,461001.568,5064278.796,21,20
CS301,LBA,59,3827398.514,461009.621,5064279.162,23,22
CS301,LBA,60,3827407.225,461016.152,5064272.033,25,24
CS301,LBA,61,3827417.508,461016.454,5064264.288,27,26
CS301,LBA,62,3827422.309,461014.294,5064260.879,29,28
CS301,LBA,63,3827428.286,461009.968,5064256.783,31,30
CS301,LBA,64,3827432.373,460992.880,5064255.260,33,32
CS301,LBA,65,3827432.290,460984.942,5064256.040,35,34
CS301,LBA,66,3827427.998,460972.506,5064260.386,37,36
CS301,LBA,67,3827417.658,460967.284,5064268.619,39,38
CS301,LBA,68,3827410.269,460966.544,5064274.232,41,40
CS301,LBA,69,3827401.938,460972.510,5064279.947,43,42
CS301,LBA,70,3827392.831,460984.502,5064285.699,45,44
CS301,LBA,71,3827392.797,461002.176,5064284.127,47,46
CS301,LBA,72,3827392.241,461015.956,5064283.298,49,48
CS301,LBA,73,3827403.131,461021.303,5064274.641,51,50
CS301,LBA,74,3827414.661,461023.043,5064265.829,53,52
CS301,LBA,75,3827421.073,461022.539,5064261.062,55,54
CS301,LBA,76,3827433.070,461010.253,5064253.167,57,56
CS301,LBA,77,3827440.429,460994.285,5064249.086,59,58
CS301,LBA,78,3827439.767,460982.114,5064250.684,61,60
CS301,LBA,79,3827434.277,460976.122,5064255.346,63,62
CS301,LBA,80,3827429.244,460963.281,5064260.285,65,64
CS301,LBA,81,3827414.818,460958.179,5064271.574,67,66
CS301,LBA,82,3827407.664,460959.462,5064276.828,69,68
CS301,LBA,83,3827395.840,460966.286,5064285.086,71,70
CS301,LBA,84,3827392.752,460973.734,5064286.731,73,72
CS301,LBA,85,3827386.602,460993.196,5064289.588,75,74
CS301,LBA,86,3827389.073,460998.972,5064287.212,77,76
CS301,LBA,87,3827384.553,461002.017,5064290.329,79,78
CS301,LBA,88,3827403.049,461032.326,5064273.706,81,80
CS301,LBA,89,3827423.539,461029.071,5064258.620,83,82
CS301,LBA,90,3827437.819,461018.923,5064248.819,85,84
CS301,LBA,91,3827443.477,461004.151,5064245.907,87,86
CS301,LBA,92,3827435.962,460960.755,5064255.470,89,88
CS301,LBA,93,3827418.711,460955.876,5064268.860,91,90
CS301,LBA,94,3827406.117,460952.187,5064278.647,93,92
CS301,LBA,95,3827382.946,460985.652,5064293.015,95,94
CS301,HBA,0,3827434.633,461059.150,5064247.574,0,1
CS301,HBA,1,3827437.765,461062.276,5064244.941,2,3
CS301,HBA,2,3827434.184,461051.948,5064248.562,4,5
CS301,HBA,3,3827437.316,461055.074,5064245.928,6,7
CS301,HBA,4,3827440.449,461058.200,5064243.295,8,9
CS301,HBA,5,3827443.581,461061.327,5064240.661,10,11
CS301,HBA,6,3827433.735,461044.746,5064249.550,12,13
CS301,HBA,7,3827436.867,461047.872,5064246.917,14,15
CS301,HBA,8,3827440.000,461050.998,5064244.282,16,17
CS301,HBA,9,3827443.132,461054.124,5064241.649,18,19
CS301,HBA,10,3827446.265,461057.250,5064239.015,20,21
CS301,HBA,11,3827449.397,461060.376,5064236.381,22,23
CS301,HBA,12,3827436.419,461040.670,5064247.904,24,25
CS301,HBA,13,3827439.551,461043.797,5064245.271,26,27
CS301,HBA,14,3827442.684,461046.923,5064242.636,28,29
CS301,HBA,15,3827445.816,461050.049,5064240.003,30,31
CS301,HBA,16,3827448.949,461053.175,5064237.369,32,33
CS301,HBA,17,3827452.081,461056.301,5064234.735,34,35
CS301,HBA,18,3827442.234,461039.720,5064243.625,36,37
CS301,HBA,19,3827445.367,461042.846,5064240.990,38,39
CS301,HBA,20,3827448.499,461045.973,5064238.357,40,41
CS301,HBA,21,3827451.632,461049.099,5064235.723,42,43
CS301,HBA,22,3827448.051,461038.771,5064239.345,44,45
CS301,HBA,23,3827451.183,461041.897,5064236.711,46,47
CS301,HBA,24,3827423.094,460932.254,5064267.705,48,49
CS301,HBA,25,3827426.226,460935.380,5064265.072,50,51
CS301,HBA,26,3827422.645,460925.053,5064268.693,52,53
CS301,HBA,27,3827425.777,460928.179,5064266.059,54,55
CS301,HBA,28,3827428.910,460931.305,5064263.426,56,57
CS301,HBA,29,3827432.042,460934.431,5064260.791,58,59
CS301,HBA,30,3827422.196,460917.850,5064269.681,60,61
CS301,HBA,31,3827425.328,460920.976,5064267.047,62,63
CS301,HBA,32,3827428.461,460924.103,5064264.413,64,65
CS301,HBA,33,3827431.593,460927.229,5064261.780,66,67
CS301,HBA,34,3827434.726,460930.355,5064259.146,68,69
CS301,HBA,35,3827437.858,460933.481,5064256.512,70,71
CS301,HBA,36,3827424.880,460913.775,5064268.035,72,73
CS301,HBA,37,3827428.012,460916.901,5064265.401,74,75
CS301,HBA,38,3827431.145,460920.027,5064262.767,76,77
CS301,HBA,39,3827434.277,460923.153,5064260.134,78,79
CS301,HBA,40,3827437.410,460926.280,5064257.500,80,81
CS301,HBA,41,3827440.542,460929.406,5064254.866,82,83
CS301,HBA,42,3827430.695,460912.825,5064263.755,84,85
CS301,HBA,43,3827433.828,460915.951,5064261.121,86,87
CS301,HBA,44,3827436.960,460919.077,5064258.488,88,89
CS301,HBA,45,3827440.093,460922.203,5064255.854,90,91
CS301,HBA,46,3827436.512,460911.876,5064259.475,92,93
CS301,HBA,47,3827439.644,460915.002,5064256.842,94,95
CS302,LBA,0,3827946.312,459792.315,5063989.756,0,1
CS302,LBA,1,3827944.292,459792.072,5063991.294,2,3
CS302,LBA,2,3827944.974,459794.420,5063990.570,4,5
CS302,LBA,3,3827947.112,459794.678,5063988.942,6,7
CS302,LBA,4,3827948.332,459792.558,5063988.218,8,9
CS302,LBA,5,3827947.650,459790.210,5063988.942,10,11
CS302,LBA,6,3827945.512,459789.952,5063990.570,12,13
CS302,LBA,7,3827950.846,459793.269,5063986.267,14,15
CS302,LBA,8,3827950.436,459789.378,5063986.926,16,17
CS302,LBA,9,3827948.096,459786.861,5063988.909,18,19
CS302,LBA,10,3827944.921,459786.897,5063991.289,20,21
CS302,LBA,11,3827942.397,459789.467,5063992.951,22,23
CS302,LBA,12,3827941.705,459793.371,5063993.118,24,25
CS302,LBA,13,3827943.169,459796.779,5063991.712,26,27
CS302,LBA,14,3827946.102,459798.099,5063989.391,28,29
CS302,LBA,15,3827949.135,459796.713,5063987.241,30,31
CS302,LBA,16,3827951.353,459798.832,5063985.385,32,33
CS302,LBA,17,3827953.436,459796.132,5063984.065,34,35
CS302,LBA,18,3827954.572,459791.239,5063983.654,36,37
CS302,LBA,19,3827952.069,459784.863,5063986.108,38,39
CS302,LBA,20,3827950.014,459783.050,5063987.814,40,41
CS302,LBA,21,3827946.675,459782.252,5063990.392,42,43
CS302,LBA,22,3827943.494,459783.998,5063992.622,44,45
CS302,LBA,23,3827940.116,459788.182,5063994.780,46,47
CS302,LBA,24,3827938.376,459792.544,5063995.692,48,49
CS302,LBA,25,3827938.905,459796.826,5063994.908,50,51
CS302,LBA,26,3827941.183,459799.394,5063992.966,52,53
CS302,LBA,27,3827944.701,459801.206,5063990.162,54,55
CS302,LBA,28,3827948.438,459800.950,5063987.381,56,57
CS302,LBA,29,3827954.849,459801.306,5063982.537,58,59
CS302,LBA,30,3827956.859,459798.306,5063981.299,60,61
CS302,LBA,31,3827957.270,459795.208,5063981.270,62,63
CS302,LBA,32,3827956.315,459787.402,5063982.692,64,65
CS302,LBA,33,3827956.998,459784.497,5063982.442,66,67
CS302,LBA,34,3827951.998,459780.709,5063986.537,68,69
CS302,LBA,35,3827948.150,459779.331,5063989.549,70,71
CS302,LBA,36,3827944.197,459777.635,5063992.669,72,73
CS302,LBA,37,3827942.282,459780.109,5063993.883,74,75
CS302,LBA,38,3827939.264,459783.196,5063995.869,76,77
CS302,LBA,39,3827936.168,459789.222,5063997.649,78,79
CS302,LBA,40,3827935.340,459791.856,5063998.032,80,81
CS302,LBA,41,3827936.186,459797.002,5063996.932,82,83
CS302,LBA,42,3827936.139,459801.142,5063996.594,84,85
CS302,LBA,43,3827942.046,459805.647,5063991.754,86,87
CS302,LBA,44,3827945.181,459806.179,5063989.353,88,89
CS302,LBA,45,3827949.573,459805.939,5063986.078,90,91
CS302,LBA,46,3827954.090,459727.728,5063989.751,92,93
CS302,LBA,47,3827894.790,459786.107,5064028.985,94,95
CS302,LBA,48,3827952.721,459807.891,5063983.539,1,0
CS302,LBA,49,3827955.055,459808.711,5063981.714,3,2
CS302,LBA,50,3827962.261,459795.624,5063977.488,5,4
CS302,LBA,51,3827959.352,459780.180,5063981.065,7,6
CS302,LBA,52,3827957.187,459776.219,5063983.047,9,8
CS302,LBA,53,3827947.731,459774.049,5063990.340,11,10
CS302,LBA,54,3827937.592,459778.745,5063997.526,13,12
