           1  -1.7882568302423640E-002  -1.7882567049957169E-002   4.24594898E-03  -4.21444001E-03
           2   4.7714515155134769E-003   4.7714486122852782E-003   4.02360484E-02  -1.35074928E-02
           3  -4.4514428805946483E-003  -4.4514402756279901E-003  -3.69619355E-02   1.27544664E-02
           4   1.1639258236458073E-002   1.1639256166737886E-002   2.33103707E-03  -4.94614895E-03
           5   8.4161598084803880E-003   8.4161565122439705E-003   3.88864148E-03   2.03686490E-04
           6   7.9354961532915047E-003   7.9354980372839147E-003   1.32434687E-03  -1.90426223E-03
           7   9.2855177456128909E-003   9.2855187256623960E-003  -2.42405478E-02   1.19034257E-02
           8  -7.2292704981407503E-003  -7.2292682697771768E-003   1.00513240E-02  -5.85005200E-03
           9   2.2302925591565492E-003   2.2302924430401515E-003   1.94013976E-02  -2.10976624E-03
          10  -1.9999995889873889E-002  -1.9999996266885839E-002  -2.13537775E-02   6.40963810E-03
          11   4.1676731084607822E-004   4.1676565729488815E-004   6.24323357E-03  -1.68635487E-03
          12  -1.7273044022664483E-002  -1.7273044683415166E-002   1.35207111E-02  -6.44536363E-03
          13   8.3533609627494468E-003   8.3533631303702484E-003   1.67767368E-02  -5.11541730E-03
          14  -2.2412404348025189E-003  -2.2412429997649141E-003  -3.60477567E-02   1.11738686E-02
          15   1.5095255814161447E-002   1.5095255671932643E-002   2.42565572E-02  -1.18242912E-02
          16   9.1832348555666438E-003   9.1832378576753530E-003  -1.11088259E-02   6.56768028E-03
          17   7.6213640349636312E-003   7.6213630658724055E-003  -1.25897797E-02   1.81286072E-03
          18   7.3053916982936309E-003   7.3053922672183819E-003  -4.60874103E-03   5.04071731E-03
          19  -1.1506071096095149E-002  -1.1506072486789226E-002   1.21423239E-02  -4.93720127E-03
          20   2.7393043480026967E-010   3.5523461249856939E-010  -6.02068147E-03   6.75274432E-03
          21  -2.4557048081765183E-002  -2.4557047160443456E-002   1.29361311E-03  -3.35850217E-03
          22   1.9947592080051110E-003   1.9947572885615624E-003   2.94337533E-02  -7.67607708E-03
          23  -1.8304821786575370E-002  -1.8304819676190184E-002  -2.10541207E-02   4.83446987E-03
