           1  -4.9808520034738610E-003   8.1143001519019611E-003   0.00000000       0.00000000    
           2  -7.5599701371787190E-003   7.3299510548018275E-003   4.35081805E-04  -2.83798261E-04
           3  -5.1295414745782288E-003   4.5993239180546382E-003  -4.52490553E-04   8.22426344E-04
           4   1.2491624016617124E-003  -3.4116406704570168E-003  -8.42844951E-04   2.63510109E-03
           5   1.2895750028636743E-002  -1.0987942378683682E-002   8.07085424E-04  -5.42375492E-03
           6   2.0439115144265274E-002  -8.4959600390172030E-003  -9.13747866E-03  -9.64873377E-03
           7   7.6140667730000781E-003   1.2621263822710296E-003  -1.32617867E-02  -1.62184366E-03
           8  -1.4172838723404593E-002   1.4105482446706258E-002   8.13159253E-03   8.46791826E-03
           9  -2.6093848298549285E-002   1.3619607989766094E-002   1.56680793E-02   1.03012631E-02
          10  -2.5194734783213293E-002   2.6180831916418554E-003   1.10246101E-02   5.13072405E-03
          11  -4.8757480347513885E-003  -8.5318549124569210E-003   1.68713387E-02   5.48181077E-03
          12   2.3296240634692642E-002  -1.3455185757232070E-002  -1.85240619E-03  -2.07070913E-03
          13   3.8850949343302826E-002  -7.4003170803647583E-003  -3.34030837E-02  -8.56300816E-03
          14   2.7953598228616081E-002  -1.3949751865959020E-002  -2.86605861E-02  -9.74136591E-03
          15  -7.5308929666241080E-003  -1.4454102536434893E-002   1.69486552E-02  -2.78845020E-02
          16  -3.1484747113334488E-002   3.0220734752273298E-002   3.29176039E-02  -6.78164593E-04
          17  -2.8593848032545340E-002   5.4330592546297435E-002  -1.63145978E-02   6.24433570E-02
          18  -1.8267168500867063E-002   9.6742260060895986E-003  -1.34724993E-02   1.63922049E-02
          19  -5.1429042112406164E-003  -3.1809855759969780E-002   4.55155559E-02  -5.39813340E-02
          20   1.3961298536500190E-002  -3.6835330012258381E-002   1.04845911E-02   3.31355026E-03
          21   3.0081794519821806E-002  -2.5042960696622447E-002  -4.95629422E-02   2.97672637E-02
          22   3.5108057667239796E-002  -2.5615906711858785E-003  -1.35103539E-02  -3.79991233E-02
          23   2.1454804091148479E-002   1.5347745451228275E-002   8.93659238E-03  -2.70060413E-02
          24  -1.3617633799023456E-002   2.6211823693352926E-002  -1.47911068E-02   3.48996334E-02
          25  -4.3297957965085135E-002   2.7056657327720706E-002   1.73452254E-02   1.94685310E-02
          26  -4.6263117059498975E-002   1.7090784446133041E-002   4.13191244E-02  -1.07753864E-02
          27  -2.8563223804436676E-002   1.9557092845325016E-003   3.00125306E-04   2.33633965E-02
          28   1.4357008983699741E-002  -3.1940958536416167E-002  -9.34119802E-03   2.02691816E-02
          29   5.7775531185674502E-002  -5.1511891522028362E-002  -6.62161689E-03  -5.67192696E-02
          30   6.0081913989776990E-002  -2.5548405096035006E-002  -3.75554375E-02  -3.99501733E-02
